일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2025-03-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_봄_B_v1,47396,1013,261469,124,47,2866025
2025-03-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_봄_v1,51211,1611,309568,214,84,5440284
2025-03-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_봄_v2,31477,1076,161238,117,32,2097168
2025-03-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_봄_A_v1,50702,1542,321528,142,49,3022049
2025-03-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_봄_B_v1,31471,1007,156349,99,39,2140630
2025-03-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_봄_v1,28975,671,164933,83,40,2694618
2025-03-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_봄_v2,40323,1375,235921,196,65,3057195
2025-03-15,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_봄_A_v1,28370,775,164789,105,57,2872066
2025-03-15,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_봄_B_v1,23131,1021,139109,93,61,4226634
2025-03-15,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_봄_v1,27877,1015,125982,130,91,5436184
2025-03-15,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_봄_A_v1,34393,948,176288,93,59,2984179
2025-03-15,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_봄_B_v1,45635,1133,296698,84,59,4019533
2025-03-15,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_봄_v1,31199,977,180986,71,42,2848357
2025-03-15,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_봄_A_v1,32553,666,194196,53,20,1515034
2025-03-15,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_봄_B_v1,37117,1075,222765,80,50,3875033
2025-03-15,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_봄_v1,40225,893,236368,72,30,2017435
2025-03-15,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_봄_A_v1,24468,341,102244,20,7,307986
2025-03-15,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_봄_B_v1,35182,736,120688,66,15,687787
2025-03-15,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_봄_v1,39759,757,171236,62,23,897330
2025-03-15,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_봄_A_v1,23812,463,99115,40,16,938011
2025-03-15,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_봄_B_v1,25241,358,126300,30,11,589332
2025-03-15,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_봄_v1,26743,338,101388,23,9,419063
2025-03-15,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_봄_A_v1,9045,211,37796,12,9,578071
2025-03-15,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_봄_B_v1,12206,298,53328,14,11,604431
2025-03-15,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_봄_v1,8752,224,41458,9,8,669256
2025-03-15,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_봄_A_v1,16357,353,64225,14,7,558190
2025-03-15,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_봄_B_v1,17841,531,80274,23,11,807213
2025-03-15,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_봄_v1,15519,289,55129,13,6,453409
2025-03-15,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_봄_A_v1,7297,1185,63995,225,207,16822270
2025-03-15,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_봄_A_v1,9338,601,87244,67,26,1740335
2025-03-15,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_봄_B_v1,8201,645,53907,87,48,3111401
2025-03-15,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_봄_A_v1,5103,220,35819,16,17,1793292
2025-03-15,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_봄_B_v1,3858,236,25346,19,17,1489681
2025-03-15,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_봄_v1,3827,270,29599,28,19,1671123
2025-03-15,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_봄_A_v1,8438,641,58779,60,57,5110317
2025-03-15,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_봄_B_v1,6513,451,56253,37,32,2872181
2025-03-15,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_봄_v1,7215,422,56652,50,50,3808487
2025-03-16,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_봄_A_v1,32504,840,194472,110,34,1736442
2025-03-16,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_봄_B_v1,44850,1560,200623,170,51,3005205
2025-03-16,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_봄_v1,38810,942,211060,134,43,2644043
2025-03-16,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_봄_v2,33186,1055,165184,127,31,2201991
2025-03-16,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_봄_A_v1,30972,904,202855,109,25,1113557
2025-03-16,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_봄_B_v1,41607,1297,219720,185,38,1850224
2025-03-16,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_봄_v1,49343,997,241652,111,30,1627716
2025-03-16,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_봄_v2,36143,745,163300,111,22,1528455
2025-03-16,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_봄_A_v1,18901,683,98222,83,26,1178366
2025-03-16,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_봄_B_v1,31139,913,183779,79,26,1851676
2025-03-16,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_봄_v1,29064,1000,169342,119,58,3923852
2025-03-16,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_봄_A_v1,50334,1626,304318,124,55,3238570
2025-03-16,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_봄_B_v1,45431,908,228010,77,23,1654883
2025-03-16,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_봄_v1,49931,943,318348,68,25,1800613
2025-03-16,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_봄_A_v1,47476,1358,289470,135,50,3227029
2025-03-16,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_봄_B_v1,41997,951,255636,101,38,2527419
2025-03-16,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_봄_v1,41651,778,208268,74,29,1589084
2025-03-16,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_봄_A_v1,22903,338,86785,21,4,198593
2025-03-16,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_봄_B_v1,24797,387,107945,20,3,156736
2025-03-16,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_봄_v1,23388,386,94707,25,5,245544
2025-03-16,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_봄_A_v1,26638,573,107944,44,9,522446
2025-03-16,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_봄_B_v1,38141,484,176811,45,8,472017
2025-03-16,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_봄_v1,39672,503,190054,34,10,581432
2025-03-16,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_봄_A_v1,11516,304,41420,12,6,379394
2025-03-16,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_봄_B_v1,8344,137,30482,6,2,114488
2025-03-16,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_봄_v1,11602,203,47360,11,5,358736
2025-03-16,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_봄_A_v1,12734,288,62954,15,9,640625
2025-03-16,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_봄_B_v1,15472,317,60548,15,7,445683
2025-03-16,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_봄_v1,20428,541,88586,33,13,1133374
2025-03-16,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_봄_A_v1,7541,915,72178,283,155,9784347
2025-03-16,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_봄_A_v1,8195,853,59957,116,47,2945955
2025-03-16,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_봄_B_v1,12178,932,109244,113,33,2579592
2025-03-16,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_봄_A_v1,4432,233,31943,16,9,715604
2025-03-16,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_봄_B_v1,3562,176,25227,16,12,1254308
2025-03-16,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_봄_v1,3840,244,28069,22,18,1576750
2025-03-16,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_봄_A_v1,5574,364,44441,42,30,2718927
2025-03-16,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_봄_B_v1,7547,388,63336,37,26,2230518
2025-03-16,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_봄_v1,8491,396,77561,42,23,1736378
2025-03-17,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_봄_A_v1,52782,1052,339690,147,42,2298580
2025-03-17,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_봄_B_v1,55049,1201,326104,143,33,2253711
2025-03-17,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_봄_v1,60758,1986,339568,283,74,4869082
2025-03-17,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_봄_v2,45363,1197,237684,134,31,2035469
2025-03-17,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_봄_A_v1,69676,2148,425801,203,43,2439223
2025-03-17,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_봄_B_v1,71300,1940,401724,272,70,3233987
2025-03-17,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_봄_v1,45821,1364,236588,195,60,4217330
2025-03-17,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_봄_v2,44864,1345,282164,190,49,3024216
2025-03-17,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_봄_A_v1,30157,1108,147176,151,79,3955310
2025-03-17,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_봄_B_v1,41404,1404,265214,134,48,2448037
2025-03-17,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_봄_v1,41083,1456,246423,176,66,3954607
2025-03-17,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_봄_A_v1,41940,995,274134,91,45,2667621
2025-03-17,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_봄_B_v1,59782,1254,314462,132,63,3773601
2025-03-17,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_봄_v1,68126,1954,364387,201,64,4475403
2025-03-17,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_봄_A_v1,58375,1330,316599,133,37,2528649
2025-03-17,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_봄_B_v1,48821,1469,287579,114,35,1984718
2025-03-17,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_봄_v1,40452,786,241923,59,29,1908826
2025-03-17,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_봄_A_v1,31696,593,114155,34,6,294082
2025-03-17,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_봄_B_v1,30362,543,150303,34,6,281402
2025-03-17,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_봄_v1,45424,713,165270,57,9,393731
2025-03-17,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_봄_A_v1,46960,886,228629,62,15,780604
2025-03-17,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_봄_B_v1,37570,736,169681,52,13,696240
2025-03-17,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_봄_v1,50563,1127,217389,93,29,1593616
2025-03-17,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_봄_A_v1,15873,470,77179,30,16,1129295
2025-03-17,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_봄_B_v1,9327,235,34237,11,6,421631
2025-03-17,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_봄_v1,14788,380,61453,19,10,625657
2025-03-17,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_봄_A_v1,26683,507,122324,31,13,1014902
2025-03-17,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_봄_B_v1,18300,489,66803,22,12,739287
2025-03-17,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_봄_v1,16917,447,80224,31,14,1143285
2025-03-17,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_봄_A_v1,10119,1187,91226,303,135,7993036
2025-03-17,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_봄_A_v1,8881,742,73729,147,66,3690874
2025-03-17,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_봄_B_v1,12617,940,83521,121,54,3721992
2025-03-17,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_봄_A_v1,4381,216,39526,15,8,564519
2025-03-17,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_봄_B_v1,4050,197,27116,19,11,780248
2025-03-17,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_봄_v1,5491,238,41817,21,17,1296892
2025-03-17,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_봄_A_v1,6494,301,55499,23,15,1407193
2025-03-17,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_봄_B_v1,10406,747,87445,71,64,7148984
2025-03-17,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_봄_v1,6361,406,54771,48,25,1860939
2025-03-18,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_봄_A_v1,67104,1415,401872,193,37,2530882
2025-03-18,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_봄_B_v1,39417,1079,195643,127,39,2085950
2025-03-18,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_봄_v1,50317,1682,272230,164,52,3368940
2025-03-18,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_봄_v2,70169,1934,320604,246,80,5157577
2025-03-18,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_봄_A_v1,70726,2494,459651,337,94,5116014
2025-03-18,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_봄_B_v1,38950,1131,195453,165,54,3813254
2025-03-18,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_봄_v1,63773,1457,345310,122,25,1568316
2025-03-18,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_봄_v2,68631,1631,309308,181,41,2047768
2025-03-18,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_봄_A_v1,33683,1172,169348,141,70,4142714
2025-03-18,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_봄_B_v1,37597,1584,206195,134,72,3811544
2025-03-18,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_봄_v1,29785,901,151784,118,43,2801692
2025-03-18,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_봄_A_v1,68838,1740,327890,180,67,4342638
2025-03-18,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_봄_B_v1,57065,1542,269336,117,32,1798638
2025-03-18,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_봄_v1,52396,1545,290168,158,78,4402234
2025-03-18,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_봄_A_v1,46023,1121,237454,80,30,1814669
2025-03-18,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_봄_B_v1,42159,1228,208971,82,30,1945725
2025-03-18,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_봄_v1,40898,1046,190592,83,40,2976294
2025-03-18,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_봄_A_v1,48262,557,189148,35,8,360984
2025-03-18,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_봄_B_v1,35619,579,134968,49,12,669123
2025-03-18,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_봄_v1,34399,683,154685,51,10,590948
2025-03-18,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_봄_A_v1,29623,690,141896,40,12,646136
2025-03-18,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_봄_B_v1,42571,904,176765,59,11,448531
2025-03-18,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_봄_v1,34633,734,129851,52,15,595927
2025-03-18,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_봄_A_v1,14792,282,50431,17,8,539316
2025-03-18,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_봄_B_v1,11933,311,45300,21,12,652885
2025-03-18,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_봄_v1,15409,460,72819,18,10,595634
2025-03-18,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_봄_A_v1,25741,466,121574,27,12,760065
2025-03-18,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_봄_B_v1,15765,422,71423,28,15,984679
2025-03-18,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_봄_v1,14850,329,73103,22,13,1012698
2025-03-18,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_봄_A_v1,9431,1489,81397,318,135,8806700
2025-03-18,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_봄_A_v1,10047,705,87844,116,50,3544619
2025-03-18,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_봄_B_v1,13024,1337,88582,235,78,5455281
2025-03-18,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_봄_A_v1,6554,469,58266,56,34,2776845
2025-03-18,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_봄_B_v1,5844,421,41987,45,36,3729722
2025-03-18,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_봄_v1,4327,258,34227,22,14,1271064
2025-03-18,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_봄_A_v1,8538,447,62127,41,32,2355205
2025-03-18,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_봄_B_v1,11616,816,106507,99,88,8689198
2025-03-18,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_봄_v1,6310,419,42824,52,28,2309726
2025-03-19,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_봄_A_v1,41901,1209,230901,104,29,1565684
2025-03-19,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_봄_B_v1,45525,1425,277391,168,46,2848191
2025-03-19,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_봄_v1,60580,2136,341129,300,92,5207982
2025-03-19,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_봄_v2,49741,1099,320786,102,31,1983830
2025-03-19,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_봄_A_v1,51903,1488,295236,186,55,3043051
2025-03-19,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_봄_B_v1,45207,1610,281354,204,50,2286868
2025-03-19,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_봄_v1,42077,1307,261889,124,43,2450597
2025-03-19,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_봄_v2,40039,933,221993,80,23,1487522
2025-03-19,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_봄_A_v1,41696,1218,186818,155,82,5200709
2025-03-19,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_봄_B_v1,28472,789,168826,81,41,2413780
2025-03-19,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_봄_v1,24273,836,122095,109,58,3181973
2025-03-19,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_봄_A_v1,41463,1097,197047,75,37,2094616
2025-03-19,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_봄_B_v1,44896,1010,210617,71,22,1713641
2025-03-19,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_봄_v1,66390,1549,431168,118,36,2751255
2025-03-19,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_봄_A_v1,63544,2064,344102,216,72,5141382
2025-03-19,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_봄_B_v1,43339,854,235026,88,31,1617754
2025-03-19,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_봄_v1,70953,1307,436845,141,67,4052365
2025-03-19,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_봄_A_v1,41812,567,210234,30,6,267437
2025-03-19,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_봄_B_v1,32923,625,157904,36,8,325809
2025-03-19,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_봄_v1,47480,918,218029,72,11,537519
2025-03-19,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_봄_A_v1,30257,624,102230,39,8,453439
2025-03-19,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_봄_B_v1,34705,542,139850,48,8,376329
2025-03-19,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_봄_v1,34921,478,148062,41,11,621123
2025-03-19,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_봄_A_v1,11735,194,58696,11,4,328493
2025-03-19,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_봄_B_v1,11599,298,49483,13,6,354280
2025-03-19,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_봄_v1,12224,311,61420,18,9,593508
2025-03-19,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_봄_A_v1,17388,480,59534,28,14,1038261
2025-03-19,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_봄_B_v1,17361,453,59000,20,10,663307
2025-03-19,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_봄_v1,24520,636,112355,27,9,615659
2025-03-19,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_봄_A_v1,10444,1328,82140,412,215,15183765
2025-03-19,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_봄_A_v1,10684,896,80630,149,70,3474104
2025-03-19,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_봄_B_v1,10096,623,76002,112,36,2541137
2025-03-19,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_봄_A_v1,5736,358,53541,30,17,1595774
2025-03-19,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_봄_B_v1,5926,319,39339,22,15,1061983
2025-03-19,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_봄_v1,6393,366,45089,38,22,2237005
2025-03-19,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_봄_A_v1,10187,712,70739,77,46,4202406
2025-03-19,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_봄_B_v1,8413,579,69465,40,19,1771830
2025-03-19,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_봄_v1,7422,527,51164,44,38,3376364
2025-03-20,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_봄_A_v1,53977,1357,280613,200,40,2850891
2025-03-20,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_봄_B_v1,45028,938,239217,137,43,2668822
2025-03-20,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_봄_v1,63290,2069,378139,230,79,5290888
2025-03-20,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_봄_v2,46215,1225,259175,105,32,2192837
